Austria	0.9081972	0.8840522	0.8657578	0.8894268	0.9044456	0.8997920	0.9080372	0.8909251	0.8712439	0.8964077	0.8982313	0.8937736	0.9140742	0.8898056	0.8728337	0.8982306	0.8960644	0.9009529	0.9158682	0.8986114	0.8769356	0.9046979	0.8975852	0.8797536	0.9287849	0.8954178	0.8674502	0.8994463	0.8902743	0.8995929	0.9192708	0.9006707	0.8794634	0.9045927	0.8961538	0.8997800	0.9194808	0.8919012	0.8586395	0.8911329	0.8923434	0.8969501	0.9128371	0.8971006	0.8880619	0.9013046	0.8960046	0.8843714	0.9283988	0.8948744	0.8734920	0.9018525	0.8908565	0.8983595	0.9159461	0.9078257	0.8790239	0.8909463	0.8964524	0.8832442	0.9109499	0.8904481	0.8845175	0.8923062	0.8957550	0.8977271	0.9089714	0.9050330	0.8699222	0.8991817	0.8936090	0.8902511	0.9232908	0.8923886	0.8830144	0.8960053	0.8937101	0.8944585	0.9090059	0.8993449	0.8764163	0.8922420	0.8961881	0.8996077	0.9259127	0.9028701	0.8742195	0.8998047	0.8958541	0.8999958	0.9142024	0.8985046	0.8866440	0.8965917	0.8965443	0.8813805	0.9169301	0.8958441	0.8863945	0.9019522	0.9205802	0.8856753	0.8910945	0.9093563	0.8894974	0.8964449	0.8989463	0.8819439	0.9271196	0.8846281	0.8660953	0.9045545	0.8934269	0.8856164	0.8936855	0.8997507	0.8870058	0.8841664	0.8786279	0.8823352	0.9042123	0.8596401	0.8304273	0.8919786	0.8732828	0.8549304	0.8665511	0.9016513	0.8428835	0.8669426	0.8885935	0.8964752	0.8725257	0.8702696	0.8834308	0.8790478	0.8955745	0.8803958	0.8981203	0.8907473	0.8890206	0.8919907	0.8939571	0.8867190	0.9058190	0.8851797	0.8866576	0.9019423	0.9003510	0.8966373	0.9025457	0.9093500	0.9061222
Belgium	0.8707428	0.8777161	0.8928933	0.8985861	0.8989617	0.9091399	0.8898669	0.8833684	0.8917548	0.8951126	0.9025169	0.8976317	0.8940506	0.8865302	0.8941880	0.9004900	0.8960653	0.8934823	0.8954243	0.9013490	0.8987387	0.9028137	0.8978709	0.8943748	0.8964426	0.8949332	0.8983559	0.9119996	0.9003761	0.8990382	0.8944620	0.9119995	0.9022519	0.8958518	0.9047879	0.9009168	0.8877917	0.8869884	0.8908994	0.8829637	0.8909011	0.8937014	0.8979679	0.8832640	0.8981948	0.8832985	0.8931507	0.8991260	0.8936822	0.8940392	0.8675741	0.8936696	0.8876891	0.8973969	0.8979307	0.9013428	0.9086268	0.8896222	0.8933925	0.8940943	0.8762332	0.8862893	0.8926225	0.8921619	0.8994229	0.9050040	0.8879442	0.8986271	0.9054445	0.8919610	0.8942445	0.8959473	0.8899211	0.8963245	0.8972958	0.8913377	0.8913693	0.8973625	0.8897595	0.8925044	0.9012072	0.8776012	0.8965626	0.9095924	0.9017783	0.8916638	0.8921219	0.9003753	0.9013389	0.9043546	0.8987110	0.9014286	0.9164012	0.8904419	0.9003567	0.8986818	0.8811679	0.8971449	0.9009578	0.9015468	0.9020255	0.8998780	0.8876931	0.9001616	0.9141600	0.8960593	0.9072129	0.9009606	0.8857858	0.8942212	0.8929940	0.8881638	0.8974460	0.8928678	0.8743290	0.8853060	0.9111102	0.8531678	0.8574650	0.8973268	0.8234163	0.8793955	0.8832354	0.8879251	0.8743652	0.8716309	0.8708997	0.8727152	0.8668267	0.8161070	0.9028306	0.9042184	0.8977818	0.9241163	0.8803373	0.9217865	0.8874676	0.9006211	0.8720342	0.8751806	0.9242463	0.8906048	0.8951472	0.8849919	0.8863587	0.8776790	0.8843623	0.9172243	0.8901903	0.8932842	0.8782165	0.9000214	0.9196050
Canada	0.8779488	0.8820470	0.8795740	0.8750024	0.8800092	0.9066650	0.8939190	0.8832039	0.8859761	0.8763612	0.9058874	0.9129562	0.8793538	0.8424593	0.8860392	0.8957331	0.8724753	0.8777032	0.8813084	0.8848067	0.8846451	0.8966029	0.8909882	0.9039708	0.8538629	0.8643174	0.8726853	0.8875058	0.8784273	0.8825343	0.8942991	0.8962880	0.8869020	0.8897394	0.9034440	0.9116659	0.8504006	0.8620699	0.8659817	0.8655030	0.8605883	0.8831435	0.8749285	0.8916352	0.8992518	0.8878099	0.8976830	0.8862630	0.8682252	0.8762044	0.8641854	0.8602600	0.8698129	0.8794443	0.8926296	0.8967145	0.8861098	0.8824842	0.9050121	0.8911260	0.8586217	0.8916349	0.8919785	0.8692585	0.8892117	0.8813446	0.8764010	0.8888006	0.8769640	0.8796633	0.8819096	0.8992833	0.8733177	0.8646313	0.8818893	0.8765146	0.8897790	0.8793962	0.8781667	0.8992462	0.9025498	0.8815821	0.9093721	0.8810880	0.8842437	0.8744255	0.8714906	0.8826600	0.8838922	0.8943728	0.8806020	0.9039108	0.9114907	0.8825764	0.9030710	0.8959698	0.8834180	0.8811661	0.8837910	0.9145438	0.8813212	0.8664877	0.8961804	0.8939926	0.8910868	0.8807375	0.8908953	0.9016400	0.8788908	0.8730937	0.8739932	0.8756841	0.8750226	0.8770045	0.8645275	0.8804217	0.8858060	0.8614099	0.8808797	0.8963596	0.8588487	0.8646319	0.8376843	0.8738421	0.8461759	0.8591991	0.8868341	0.9069659	0.8709614	0.8711712	0.8881200	0.9112381	0.8784079	0.8829309	0.8760997	0.8669715	0.8806012	0.8830889	0.8799963	0.8809796	0.8942131	0.8903380	0.8926258	0.8968830	0.8980940	0.8871806	0.8789751	0.8780958	0.8816655	0.9011893	0.8764866	0.8933898	0.9110005
Chile	0.8507798	0.8727814	0.8800441	0.8912142	0.8601934	0.8796052	0.8609265	0.8807740	0.8681257	0.8651695	0.9065200	0.8923007	0.8843570	0.8941603	0.8843029	0.9012934	0.8694469	0.8577933	0.8755630	0.8821446	0.8750790	0.8751314	0.8674431	0.8701773	0.8653973	0.8711772	0.8449561	0.8626674	0.8640975	0.8890880	0.8698846	0.8701936	0.8660000	0.8436542	0.8784220	0.8964495	0.8780946	0.8698968	0.8615587	0.8720576	0.8816806	0.8673885	0.8637325	0.8559881	0.8647466	0.8737369	0.8855190	0.8819349	0.8686564	0.8652836	0.8780444	0.8708357	0.8676189	0.8591061	0.8735199	0.8753119	0.8733670	0.8697837	0.8856591	0.8814518	0.8655200	0.8867839	0.8672614	0.8737035	0.8876257	0.9023251	0.8848444	0.8766316	0.8967382	0.8659528	0.8811520	0.8394767	0.8719368	0.8807452	0.8765674	0.8758783	0.8726634	0.8930969	0.8688859	0.8681339	0.8567176	0.8577878	0.8672366	0.8714980	0.8718065	0.8889064	0.8598758	0.8792046	0.8644478	0.8796544	0.8776048	0.8826591	0.8880088	0.8550750	0.8157797	0.8463005	0.8560986	0.8658914	0.8699815	0.8920520	0.8744377	0.8567352	0.8654484	0.8618947	0.8668346	0.8541394	0.8870901	0.8444071	0.8421887	0.8600173	0.8751935	0.8746599	0.8513191	0.8831554	0.8515264	0.8735285	0.8429706	0.8429540	0.8572181	0.8532490	0.8205800	0.8679112	0.8188604	0.8207297	0.8373438	0.8009610	0.7906289	0.8271048	0.8207596	0.8579536	0.8375009	0.8700841	0.8405479	0.8817060	0.8347183	0.8687376	0.8820227	0.8924818	0.8535910	0.8830344	0.8467133	0.8583182	0.8533248	0.9005515	0.8515820	0.8545189	0.8651743	0.8650597	0.8496450	0.8687065	0.8613101	0.8704667	0.8651873
Colombia	0.7511125	0.8705574	0.8792836	0.8791037	0.8569199	0.8652805	0.8882654	0.8661824	0.8837975	0.8803263	0.8943519	0.8729945	0.8770983	0.8733955	0.8772766	0.8781440	0.8700498	0.8793967	0.8827123	0.8762104	0.8722988	0.9054395	0.8942933	0.8819397	0.8475195	0.8624620	0.8376941	0.8679846	0.8690963	0.8878402	0.8801902	0.8620694	0.8593416	0.8697964	0.8445258	0.8305907	0.8502870	0.8207575	0.8477941	0.8312576	0.8238187	0.8719592	0.8281629	0.8076965	0.8412615	0.8373467	0.8065285	0.8291716	0.8239982	0.8309550	0.8295353	0.8353819	0.8456691	0.8428362	0.8397734	0.8487526	0.8712259	0.8873037	0.8743912	0.8619735	0.8511621	0.8533936	0.8668005	0.8611037	0.8794222	0.8530044	0.8937968	0.8864917	0.8882357	0.8866542	0.8851639	0.8744586	0.8573720	0.8609669	0.8717692	0.8585694	0.8782722	0.8757752	0.8931701	0.8684077	0.8722937	0.8533767	0.8788607	0.8562983	0.8577588	0.8747681	0.8679039	0.8603475	0.8688756	0.8616569	0.8799820	0.8775858	0.8788027	0.8845093	0.8667460	0.8512087	0.8591229	0.8603449	0.7749643	0.8681634	0.8745021	0.8830090	0.8736664	0.8845050	0.8593766	0.8941439	0.8722310	0.8663693	0.8601433	0.8683710	0.8599203	0.8650868	0.8496205	0.8747125	0.8744867	0.8651452	0.8813142	0.8932417	0.8624994	0.8561645	0.8303727	0.8384157	0.8494737	0.8345983	0.8548848	0.8314830	0.8336393	0.8436372	0.8530781	0.8264298	0.8524936	0.8535213	0.8032598	0.8158036	0.8487939	0.8498029	0.8520934	0.8537099	0.8408716	0.8523249	0.8492590	0.8534574	0.8597149	0.8556437	0.8599471	0.8574990	0.8610315	0.8557414	0.8753791	0.8391552	0.8717260	0.8839155	0.8775499
Czechia	0.8222183	0.8809632	0.8905568	0.8946937	0.8755913	0.8821124	0.8969728	0.8879927	0.8847642	0.8852043	0.9030918	0.8913950	0.8488869	0.8865556	0.8884401	0.8980732	0.8961158	0.8801111	0.9043214	0.8981194	0.9109689	0.8904823	0.8618692	0.8844949	0.8968600	0.8914771	0.8993686	0.9021262	0.8932858	0.9022507	0.8886407	0.8994333	0.9100564	0.8899448	0.9076635	0.8956812	0.8824116	0.8901596	0.8909206	0.8876884	0.8880044	0.8918069	0.9008606	0.8927159	0.9058915	0.8965013	0.9123736	0.8984146	0.8771137	0.8933711	0.9031026	0.8810706	0.9060800	0.8963379	0.8924800	0.9032556	0.9119518	0.8909399	0.8852556	0.8890938	0.8739875	0.8857364	0.8999719	0.8928600	0.8798399	0.8980455	0.8787065	0.9027122	0.9042048	0.8787002	0.8908118	0.8929745	0.8736035	0.8964248	0.9046537	0.8860837	0.8731064	0.8853176	0.8844195	0.8959275	0.9020418	0.8845705	0.9011439	0.8944007	0.8601932	0.8918992	0.8907806	0.8958272	0.8789608	0.8883925	0.8857978	0.8969210	0.9197165	0.8793930	0.8912288	0.8955659	0.8494875	0.8844653	0.8372184	0.8920119	0.8714224	0.8758600	0.8640840	0.8973342	0.8992911	0.8880221	0.8838690	0.9005153	0.8539039	0.8885143	0.8908939	0.8748301	0.8853011	0.8798380	0.8619832	0.8752754	0.8938049	0.8567425	0.8848129	0.8744772	0.7311958	0.8389976	0.8081942	0.8319562	0.8299772	0.8447435	0.8519275	0.8786280	0.8685125	0.9417992	0.8516691	0.8939770	0.6653612	0.8766722	0.8807860	0.9031897	0.8793428	0.8810077	0.8745061	0.8873608	0.9149641	0.8909888	0.8902551	0.9092766	0.8444232	0.8776867	0.8937224	0.8741601	0.8889564	0.8964978	0.8725165	0.8818239	0.9123357
Denmark	0.8709925	0.8601626	0.8827476	0.9012723	0.8964531	0.9079972	0.8936488	0.8883032	0.8903186	0.9016809	0.9059697	0.9052498	0.9054368	0.8589817	0.8898750	0.9053536	0.8978638	0.9013387	0.9094304	0.8962222	0.8906098	0.8969990	0.9052175	0.9028054	0.9043138	0.8795542	0.8972645	0.8940223	0.9002719	0.9004959	0.9062443	0.9021034	0.8897405	0.8960836	0.9073536	0.9028051	0.9018859	0.8641193	0.8798241	0.8926460	0.8941076	0.9025237	0.9008348	0.8915845	0.8939239	0.8995171	0.9027754	0.8977926	0.9098883	0.8720618	0.8954678	0.8962911	0.8927289	0.8990372	0.9052679	0.9102373	0.9016277	0.8937598	0.8999895	0.8987999	0.9005686	0.8726385	0.8964193	0.8909459	0.8997155	0.9033606	0.8722175	0.9107473	0.8992047	0.8988136	0.9063510	0.9125552	0.9106157	0.8792278	0.9014570	0.8852633	0.8914112	0.9022873	0.8749037	0.9085968	0.9102055	0.8909741	0.9112186	0.9107219	0.8932147	0.8869743	0.8983523	0.8924607	0.9037412	0.9086832	0.8817631	0.9123445	0.9064195	0.8891998	0.9081117	0.9087398	0.8981906	0.8773464	0.8981532	0.9044150	0.9035904	0.8979026	0.8697675	0.9148668	0.9050114	0.8957772	0.9032609	0.9082537	0.8942798	0.8815839	0.8994210	0.8879829	0.8959498	0.8985560	0.8800973	0.9090730	0.8935310	0.8702421	0.8903699	0.9149978	0.8534565	0.8665549	0.8774338	0.8441545	0.8684213	0.8745608	0.8581549	0.9014523	0.8554360	0.8637744	0.9220468	0.9181353	0.8865740	0.8676496	0.9053434	0.8911030	0.9447608	0.8825067	0.8385327	0.9227088	0.9084621	0.8925102	0.9142416	0.9176716	0.8704565	0.8850408	0.9012673	0.8984355	0.9031868	0.9005144	0.8629934	0.9152400	0.9145038
Estonia	0.8547695	0.8884232	0.8681285	0.8910861	0.9037352	0.9001642	0.8861003	0.8826331	0.8820156	0.8967041	0.9111359	0.9011026	0.8715571	0.8769671	0.8751662	0.9024087	0.8946545	0.8807102	0.9038531	0.9003627	0.9129350	0.9113500	0.9119113	0.9043351	0.8880795	0.8941975	0.8903653	0.9020077	0.8934330	0.8997622	0.9065805	0.9105797	0.9074260	0.8978907	0.9230076	0.8903601	0.9043348	0.8794245	0.8731285	0.8788951	0.8917237	0.9042130	0.9093649	0.8946151	0.9195661	0.8942925	0.9084536	0.9178740	0.8980333	0.8717098	0.8734750	0.9012255	0.8980478	0.8902984	0.9011292	0.8988117	0.8952855	0.9127188	0.8949979	0.8811230	0.8878215	0.8540718	0.8919424	0.8880472	0.8912390	0.9007216	0.8775006	0.8878307	0.9041428	0.9106982	0.8799001	0.9141909	0.8867101	0.8707722	0.9002582	0.8858747	0.8879412	0.8689396	0.8972052	0.8793924	0.9002181	0.8834239	0.9199502	0.9078497	0.9074116	0.8987738	0.8905774	0.8578599	0.8937395	0.8957062	0.9062573	0.8767032	0.9053119	0.9057607	0.9099852	0.9126095	0.9135409	0.8811121	0.9090858	0.9120377	0.9230955	0.8711353	0.8961900	0.8820962	0.9103325	0.9196275	0.8952001	0.9017699	0.8789396	0.8730174	0.9090395	0.8894514	0.8698643	0.8623177	0.8655600	0.8788440	0.8600287	0.9076243	0.8367650	0.7945188	0.9044215	0.8447990	0.7979758	0.7676231	0.8335410	0.8021861	0.8328399	0.8211147	0.8891803	0.9328497	0.8675120	0.8961360	0.8765923	0.8830570	0.8762863	0.8311141	0.9002164	0.8685026	0.9208026	0.8806980	0.9010366	0.9158294	0.9015622	0.9044887	0.8538934	0.9018106	0.8873848	0.8725657	0.8994071	0.8865167	0.8927292	0.8860602	0.9110726
Finland	0.8570787	0.8804006	0.8870338	0.8892753	0.8999123	0.8996244	0.8998406	0.8911079	0.8841917	0.8964022	0.9101958	0.8938052	0.8949740	0.8764341	0.8843805	0.8929739	0.9002303	0.8991645	0.8999693	0.9047075	0.8891454	0.8957020	0.9029664	0.8872857	0.9024232	0.8905482	0.8928464	0.8953978	0.9043480	0.8986754	0.9040589	0.8941695	0.8820430	0.9039891	0.9047451	0.8968426	0.9082767	0.8910026	0.8815596	0.8945484	0.8992489	0.8987122	0.9042235	0.8772366	0.8960823	0.8905958	0.9027600	0.8972861	0.9091996	0.8895919	0.8874766	0.8889433	0.8999895	0.8998946	0.9035961	0.8981478	0.8960918	0.8927991	0.8955085	0.8880377	0.9204683	0.8811976	0.8999639	0.8862596	0.9011759	0.8964362	0.9076851	0.8917465	0.8952424	0.9025904	0.8885546	0.9039544	0.9101007	0.8915291	0.8944114	0.8911818	0.8927794	0.8913446	0.9044720	0.8895382	0.8933091	0.8921895	0.9028486	0.9039417	0.9121517	0.8868492	0.8992397	0.8832208	0.9063817	0.8995703	0.9099670	0.8860417	0.8991166	0.8998123	0.9051834	0.8974728	0.9116050	0.8847244	0.8937164	0.9107371	0.9013232	0.8950184	0.8826180	0.9015971	0.9016643	0.8989149	0.9026407	0.8972027	0.8893361	0.8889979	0.8945180	0.8883305	0.8971925	0.9026343	0.8915021	0.8948280	0.8918415	0.8765028	0.8849553	0.9032856	0.8600551	0.8810576	0.8443480	0.8855801	0.8561387	0.8742228	0.8880833	0.8977423	0.8730587	0.8649285	0.8533818	0.8963267	0.8821766	0.8729596	0.8763003	0.8876808	0.8904766	0.8858083	0.8822998	0.9226921	0.8755848	0.8918816	0.9135790	0.8915884	0.8941292	0.8838500	0.9045961	0.9010160	0.9065245	0.8995569	0.8930559	0.9147057	0.8928356
France	0.8910157	0.8838312	0.8721163	0.8965834	0.8993732	0.9005058	0.9106561	0.8761599	0.9051466	0.8953724	0.9040437	0.8876883	0.9091900	0.8876249	0.8735916	0.9043361	0.8993415	0.8941157	0.9084437	0.8848583	0.9077866	0.9045887	0.9014466	0.8886046	0.9196538	0.8818521	0.8855067	0.9031249	0.8967387	0.9030524	0.9105396	0.8847017	0.9120874	0.8995718	0.9068133	0.8957727	0.9143748	0.8786761	0.8714721	0.8923671	0.8885232	0.9014817	0.9116706	0.8750179	0.9135177	0.8931042	0.9034214	0.8878130	0.9291824	0.8880260	0.8751651	0.8981847	0.8852306	0.8965423	0.9147369	0.8888363	0.9097247	0.8985746	0.8977355	0.8882776	0.9075245	0.8943321	0.8779415	0.8940425	0.8940788	0.8994817	0.9087586	0.8832213	0.9074859	0.8980726	0.8947689	0.8913466	0.9030116	0.9017178	0.8675878	0.8956021	0.8840238	0.8994148	0.9043672	0.8810255	0.9076693	0.8965027	0.9086371	0.9009352	0.9139466	0.9002184	0.8748632	0.8912732	0.8971532	0.8940325	0.9072570	0.8847341	0.9123868	0.9035745	0.9000199	0.8881174	0.9142590	0.8977952	0.8940468	0.9025774	0.8937754	0.8990657	0.8812328	0.9052775	0.9180934	0.9035788	0.8944712	0.8942333	0.8948684	0.9010527	0.8821258	0.8956632	0.8914052	0.8958120	0.9007969	0.8819919	0.9098839	0.8895710	0.8872213	0.8930477	0.8913623	0.8739078	0.8521961	0.8851771	0.8761840	0.8752537	0.8884737	0.8847810	0.9172658	0.8619766	0.8835665	0.9031987	0.8872239	0.8662873	0.8698309	0.8792722	0.9016763	0.8878972	0.8967639	0.8669776	0.9190358	0.8970674	0.9061190	0.8937228	0.9083113	0.8720984	0.8954127	0.8839570	0.9009209	0.8982781	0.8958153	0.8822539	0.9435053
